message_id,sent_time,messages_sent_in_day
50262328.0,2016-09-16,1
50345670.0,2016-09-18,1
50515794.0,2016-09-20,1
50881673.0,2016-09-24,1
51120128.0,2016-09-27,1
51190013.0,2016-09-28,1
51220721.0,2016-09-28,2
51447338.0,2016-09-30,1
51546226.0,2016-10-02,1
51546450.0,2016-10-02,2
51652411.0,2016-10-03,1
51666348.0,2016-10-03,2
51776886.0,2016-10-04,1
51907159.0,2016-10-06,1
52133662.0,2016-10-09,1
52209092.0,2016-10-10,1
52209466.0,2016-10-10,2
52213525.0,2016-10-10,3
52357169.0,2016-10-11,1
52438040.0,2016-10-12,1
52455881.0,2016-10-12,2
52455964.0,2016-10-12,3
52658102.0,2016-10-15,1
52687174.0,2016-10-15,2
52809296.0,2016-10-17,1
52809592.0,2016-10-17,2
52861096.0,2016-10-18,1
53001231.0,2016-10-19,1
53198525.0,2016-10-21,1
53228642.0,2016-10-22,1
53245062.0,2016-10-22,2
53357676.0,2016-10-24,1
53357872.0,2016-10-24,2
53405151.0,2016-10-24,3
53460952.0,2016-10-25,1
53678580.0,2016-10-27,1
53694678.0,2016-10-27,2
53701201.0,2016-10-27,3
53751268.0,2016-10-28,1
53806087.0,2016-10-29,1
53861006.0,2016-10-30,1
53864862.0,2016-10-30,2
53888968.0,2016-10-30,3
53892601.0,2016-10-30,4
53913160.0,2016-10-31,1
54011341.0,2016-11-01,1
54046720.0,2016-11-01,2
54087203.0,2016-11-01,3
54352008.0,2016-11-04,1
54379526.0,2016-11-05,1
54416173.0,2016-11-05,2
54437521.0,2016-11-06,1
54475632.0,2016-11-06,2
54508617.0,2016-11-07,1
54596210.0,2016-11-07,2
54596279.0,2016-11-07,3
54783239.0,2016-11-10,1
54867211.0,2016-11-11,1
54890654.0,2016-11-11,2
55181244.0,2016-11-15,1
55181766.0,2016-11-15,2
55223424.0,2016-11-15,3
55324898.0,2016-11-16,1
55470501.0,2016-11-18,1
55494067.0,2016-11-18,2
55573565.0,2016-11-19,1
55573880.0,2016-11-19,2
55725288.0,2016-11-21,1
55755831.0,2016-11-22,1
55801132.0,2016-11-22,2
55880722.0,2016-11-23,1
55902301.0,2016-11-24,1
